model_id,display_name,provider,market_status,serving_mode,server_country,server_country_status,server_country_source,server_country_source_url,estimation_country_code,estimation_country_status,estimation_country_source,estimation_country_source_url,active_parameters_billion,total_parameters_billion,parameter_value_status,parameter_confidence,parameter_source,parameter_source_url,notes,input_modalities,output_modalities,context_window_tokens,max_output_tokens,vision_support,architecture_notes,modalities_source,modalities_source_url,context_source,context_source_url,architecture_source,architecture_source_url,release_date,release_source,release_source_url,screening_method_id,screening_reference_anchor,screening_effective_active_parameters_billion_low,screening_effective_active_parameters_billion_central,screening_effective_active_parameters_billion_high,screening_per_request_energy_wh_low,screening_per_request_energy_wh_central,screening_per_request_energy_wh_high,screening_per_request_carbon_gco2e_low,screening_per_request_carbon_gco2e_central,screening_per_request_carbon_gco2e_high,screening_per_hour_energy_wh_low,screening_per_hour_energy_wh_central,screening_per_hour_energy_wh_high,screening_per_hour_carbon_gco2e_low,screening_per_hour_carbon_gco2e_central,screening_per_hour_carbon_gco2e_high,screening_notes,training_tokens_estimate_trillion,training_tokens_status,training_tokens_source,training_tokens_source_url,training_regime,training_regime_status,training_regime_source,training_regime_source_url,training_multimodal,training_multimodal_source,training_multimodal_source_url,training_hardware_class_proxy,training_hardware_source,training_hardware_source_url,training_multifactor_method_id,training_multifactor_anchor,training_f_params_low,training_f_params_central,training_f_params_high,training_f_tokens_low,training_f_tokens_central,training_f_tokens_high,training_f_regime_low,training_f_regime_central,training_f_regime_high,training_f_arch_low,training_f_arch_central,training_f_arch_high,training_f_hardware_low,training_f_hardware_central,training_f_hardware_high,training_energy_wh_low,training_energy_wh_central,training_energy_wh_high,training_carbon_tco2e_low,training_carbon_tco2e_central,training_carbon_tco2e_high,training_multifactor_notes
grok-4.20-non-reasoning,Grok 4.20,xai,api,closed,United States or Ireland,documented_multi_region,xAI API regions and models documentation,https://docs.x.ai/developers/models,US,documented_region_proxy,xAI API documented regions include US and Ireland; US retained as reference,https://docs.x.ai/docs/overview#supported-regions,650,650,estimated,low,Project screening family proxy for the Grok 4.20 general tier,https://docs.x.ai/docs/release-notes,Family proxy retained because xAI documents model availability and limits but not a parameter count for Grok 4.20.,"text,image",text,2000000,,yes,Closed multimodal chat model; xAI documents a 2M-token context window and image understanding support but not architecture details or parameter count.,Models and Pricing | xAI,https://docs.x.ai/developers/models,Models and Pricing | xAI,https://docs.x.ai/developers/models,Models and Pricing | xAI,https://docs.x.ai/developers/models,2026-03-10,xAI release documentation,https://docs.x.ai/docs/release-notes,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,793.1320,921.6803,1072.0110,0.8466,1.1325,1.5627,0.3259,0.4360,0.6017,29.2924,39.1845,54.0694,11.2761,15.0856,20.8188,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",13.0000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Models and Pricing | xAI,https://docs.x.ai/developers/models,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,4014790012.5118,7868952288.3431,16513572829.3632,1171.5810,1714.4520,3100.4731,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
grok-4.1-fast-reasoning,Grok 4.1 Fast Reasoning,xai,api,closed,United States or Ireland,documented_multi_region,xAI API regions and models documentation,https://docs.x.ai/developers/models,US,documented_region_proxy,xAI API documented regions include US and Ireland; US retained as reference,https://docs.x.ai/docs/overview#supported-regions,120,120,estimated,low,Project screening family proxy for Grok 4.1 Fast,https://docs.x.ai/docs/release-notes,Smaller family proxy retained because xAI documents Grok 4.1 Fast capabilities but not the parameter count.,"text,image",text,2000000,,yes,Closed reasoning model optimized for faster responses; xAI documents a 2M-token context window and image understanding support.,Models and Pricing | xAI,https://docs.x.ai/developers/models,Models and Pricing | xAI,https://docs.x.ai/developers/models,Models and Pricing | xAI,https://docs.x.ai/developers/models,2025-11-19,xAI release documentation,https://docs.x.ai/docs/release-notes,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,149.3529,178.6642,213.7425,0.2048,0.2383,0.2874,0.0788,0.0917,0.1107,7.0861,8.2452,9.9440,2.7265,3.1728,3.8302,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",2.4000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Models and Pricing | xAI,https://docs.x.ai/developers/models,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,268196243.6737,268196243.6737,311580726.9556,83.7400,92.5689,137.7797,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
grok-4.1-fast-non-reasoning,Grok 4.1 Fast,xai,api,closed,United States or Ireland,documented_multi_region,xAI API regions and models documentation,https://docs.x.ai/developers/models,US,documented_region_proxy,xAI API documented regions include US and Ireland; US retained as reference,https://docs.x.ai/docs/overview#supported-regions,120,120,estimated,low,Project screening family proxy for Grok 4.1 Fast,https://docs.x.ai/docs/release-notes,Smaller family proxy retained because xAI documents Grok 4.1 Fast capabilities but not the parameter count.,"text,image",text,2000000,,yes,Closed multimodal chat model optimized for faster responses; xAI documents a 2M-token context window and image understanding support.,Models and Pricing | xAI,https://docs.x.ai/developers/models,Models and Pricing | xAI,https://docs.x.ai/developers/models,Models and Pricing | xAI,https://docs.x.ai/developers/models,2025-11-19,xAI release documentation,https://docs.x.ai/docs/release-notes,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,146.4244,170.1564,197.9097,0.2014,0.2275,0.2651,0.0775,0.0876,0.1021,6.9684,7.8715,9.1725,2.6815,3.0310,3.5327,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",2.4000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Models and Pricing | xAI,https://docs.x.ai/developers/models,modern_hyperscale_gpu,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.8000,0.9000,1.0000,268196243.6737,268196243.6737,311580726.9556,83.7400,92.5689,137.7797,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
deepseek-v4-pro,DeepSeek V4 Pro,deepseek,api_and_open_weight,hybrid,China (provider proxy),provider_country_proxy,DeepSeek API documentation,https://api-docs.deepseek.com/quick_start/pricing,CN,provider_country_proxy,DeepSeek provider country retained as screening proxy,,49,1600,observed,high,DeepSeek V4 Pro official release note,https://api-docs.deepseek.com/news/news260424,Official release note reports 1.6T total parameters and 49B active parameters.,text,text,1000000,384000,no,"Closed MoE reasoning model; official docs report 1.6T total parameters, 49B active parameters, 1M-token context, and 384k output.",DeepSeek V4 Pro documentation | DeepSeek,https://api-docs.deepseek.com/quick_start/pricing,DeepSeek V4 Pro documentation | DeepSeek,https://api-docs.deepseek.com/news/news260424,DeepSeek V4 Pro official release note,https://api-docs.deepseek.com/news/news260424,2026-04-24,DeepSeek V4 Pro | DeepSeek,https://api-docs.deepseek.com/news/news260424,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,67.9342,90.5256,116.3591,0.1048,0.1249,0.1518,0.0566,0.0675,0.0820,3.6261,4.3215,5.2523,1.9584,2.3355,2.8372,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",32.0000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,no,DeepSeek V4 Pro documentation | DeepSeek,https://api-docs.deepseek.com/quick_start/pricing,mixed_gpu_cluster,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,0.7000,0.9000,1.1000,0.9000,1.0000,1.1000,12164502971.0470,41460288877.0946,122921604106.6157,1372.9362,3756.1983,13121.5514,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
deepseek-v4-flash,DeepSeek V4 Flash,deepseek,api_and_open_weight,hybrid,China (provider proxy),provider_country_proxy,DeepSeek API documentation,https://api-docs.deepseek.com/quick_start/pricing,CN,provider_country_proxy,DeepSeek provider country retained as screening proxy,,13,284,observed,high,DeepSeek V4 Flash official release note,https://api-docs.deepseek.com/news/news260424,Official release note reports 284B total parameters and 13B active parameters.,text,text,1000000,384000,no,"Closed MoE chat model; official docs report 284B total parameters, 13B active parameters, 1M-token context, and 384k output.",DeepSeek V4 Flash documentation | DeepSeek,https://api-docs.deepseek.com/quick_start/pricing,DeepSeek V4 Flash documentation | DeepSeek,https://api-docs.deepseek.com/news/news260424,DeepSeek V4 Flash official release note,https://api-docs.deepseek.com/news/news260424,2026-04-24,DeepSeek V4 Flash | DeepSeek,https://api-docs.deepseek.com/news/news260424,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,17.3288,22.1167,27.3437,0.0327,0.0327,0.0332,0.0177,0.0177,0.0179,1.1314,1.1314,1.1487,0.6124,0.6124,0.6193,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",5.6800,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,no,DeepSeek V4 Flash documentation | DeepSeek,https://api-docs.deepseek.com/quick_start/pricing,mixed_gpu_cluster,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,0.7000,0.9000,1.1000,0.9000,1.0000,1.1000,834356824.9233,1306258226.4340,2114678544.4888,243.4789,284.6017,397.0373,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
mistral-large-3,Mistral Large 3,mistral,api_and_open_weight,hybrid,France (provider proxy),provider_country_proxy,Mistral model documentation,https://docs.mistral.ai/models/mistral-large-3-25-12,FR,provider_country_proxy,Mistral provider country retained as screening proxy,,41,675,observed,high,Mistral Large 3 model documentation,https://docs.mistral.ai/models/mistral-large-3-25-12,Official documentation reports 675B total parameters and 41B active parameters.,"text,image",text,256000,,yes,"Open-weight multimodal MoE model; official docs report 675B total parameters, 41B active parameters, and a 256k context window.",Mistral Large 3 model documentation | Mistral,https://docs.mistral.ai/models/mistral-large-3-25-12,Mistral Large 3 model documentation | Mistral,https://docs.mistral.ai/models/mistral-large-3-25-12,Mistral Large 3 model documentation | Mistral,https://docs.mistral.ai/models/mistral-large-3-25-12,2025-12-02,Mistral Large 3 | Mistral,https://docs.mistral.ai/models/mistral-large-3-25-12,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,52.4859,66.0014,81.5161,0.0842,0.0925,0.1045,0.0034,0.0037,0.0042,2.9133,3.2005,3.6157,0.1176,0.1280,0.1453,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",13.5000,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Mistral Large 3 model documentation | Mistral,https://docs.mistral.ai/models/mistral-large-3-25-12,mixed_gpu_cluster,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,0.7350,1.0350,1.4850,0.9000,1.0000,1.1000,3352112169.0414,8485896772.4883,21834532341.0109,978.2008,1848.8691,4099.4993,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
mistral-medium-3.5,Mistral Medium 3.5,mistral,api_and_open_weight,hybrid,France (provider proxy),provider_country_proxy,Mistral model documentation,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04/,FR,provider_country_proxy,Mistral provider country retained as screening proxy,,128,128,estimated,low,Artificial Analysis estimate for Mistral Medium 3.5 (~128B),https://artificialanalysis.ai/models,"Third-party proxy retained because Mistral documents the product tier and open-weight release, but not a parameter count for Medium 3.5.","text,image",text,256000,,yes,Open-weight multimodal model; official docs expose a 256k context window but not architecture details or parameter count.,Mistral Medium 3.5 model documentation | Mistral,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04/,Mistral Medium 3.5 model documentation | Mistral,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04/,Mistral Medium 3.5 model documentation | Mistral,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04/,,Mistral Medium 3.5 | Mistral,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04/,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,141.0568,155.7121,171.3799,0.1951,0.2091,0.2279,0.0078,0.0084,0.0091,6.7505,7.2349,7.8853,0.2699,0.2906,0.3149,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",2.5600,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Mistral Medium 3.5 model documentation | Mistral,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04/,mixed_gpu_cluster,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.9000,1.0000,1.1000,339053029.0394,339053029.0394,398869447.7335,107.1996,117.0254,171.3099,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
mistral-small-4,Mistral Small 4,mistral,api_and_open_weight,hybrid,France (provider proxy),provider_country_proxy,Mistral model documentation,https://docs.mistral.ai/models/mistral-small-4-0-26-03,FR,provider_country_proxy,Mistral provider country retained as screening proxy,,6.5,119,observed,high,Mistral Small 4 model documentation,https://docs.mistral.ai/models/mistral-small-4-0-26-03,Official documentation reports 119B total parameters and 6.5B active parameters.,"text,image",text,256000,,yes,"Open or hybrid multimodal MoE model; official docs report 119B total parameters, 6.5B active parameters, and a 256k context window.",Mistral Small 4 model documentation | Mistral,https://docs.mistral.ai/models/mistral-small-4-0-26-03,Mistral Small 4 model documentation | Mistral,https://docs.mistral.ai/models/mistral-small-4-0-26-03,Mistral Small 4 model documentation | Mistral,https://docs.mistral.ai/models/mistral-small-4-0-26-03,2026-03-16,Mistral Small 4 | Mistral,https://docs.mistral.ai/models/mistral-small-4-0-26-03,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,8.3648,10.5605,13.0833,0.0153,0.0162,0.0177,0.0006,0.0006,0.0007,0.5294,0.5605,0.6124,0.0208,0.0208,0.0242,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",2.3800,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Mistral Small 4 model documentation | Mistral,https://docs.mistral.ai/models/mistral-small-4-0-26-03,mixed_gpu_cluster,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,0.7350,1.0350,1.4850,0.9000,1.0000,1.1000,227507377.8171,263744931.0183,369671004.5120,91.0325,91.0325,107.1033,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
devstral-2,Devstral 2,mistral,api_and_open_weight,hybrid,France (provider proxy),provider_country_proxy,Mistral model documentation,https://docs.mistral.ai/models/devstral-2-25-12,FR,provider_country_proxy,Mistral provider country retained as screening proxy,,123,123,observed,high,Devstral 2 model documentation,https://docs.mistral.ai/models/devstral-2-25-12,Official documentation reports a 123B-parameter coding model.,text,"text,code",256000,,no,Hybrid coding model; official docs report a 123B parameter count and 256k context window.,Devstral 2 model documentation | Mistral,https://docs.mistral.ai/models/devstral-2-25-12,Devstral 2 model documentation | Mistral,https://docs.mistral.ai/models/devstral-2-25-12,Devstral 2 model documentation | Mistral,https://docs.mistral.ai/models/devstral-2-25-12,2025-12-09,Devstral 2 | Mistral,https://docs.mistral.ai/models/devstral-2-25-12,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,134.2047,145.2714,155.3635,0.1870,0.1958,0.2056,0.0075,0.0078,0.0082,6.4702,6.7747,7.1138,0.2595,0.2699,0.2837,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",2.4600,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,no,Devstral 2 model documentation | Mistral,https://docs.mistral.ai/models/devstral-2-25-12,mixed_gpu_cluster,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0000,1.0000,1.0000,0.9000,1.0000,1.1000,269048507.1033,272245100.0094,325809151.1781,72.3091,93.9664,153.3806,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
ministral-3-14b,Ministral 3 14B,mistral,api_and_open_weight,hybrid,France (provider proxy),provider_country_proxy,Mistral model documentation,https://docs.mistral.ai/models/ministral-3-14b-25-12,FR,provider_country_proxy,Mistral provider country retained as screening proxy,,14,14,observed,high,Ministral 3 14B model documentation,https://docs.mistral.ai/models/ministral-3-14b-25-12,Official documentation reports a 14B multimodal edge model.,"text,image",text,256000,,yes,Hybrid edge model with image understanding; official docs report a 14B parameter count and 256k context window.,Ministral 3 14B model documentation | Mistral,https://docs.mistral.ai/models/ministral-3-14b-25-12,Ministral 3 14B model documentation | Mistral,https://docs.mistral.ai/models/ministral-3-14b-25-12,Ministral 3 14B model documentation | Mistral,https://docs.mistral.ai/models/ministral-3-14b-25-12,2025-12-02,Ministral 3 14B | Mistral,https://docs.mistral.ai/models/ministral-3-14b-25-12,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,15.4281,17.0310,18.7447,0.0223,0.0255,0.0297,0.0009,0.0010,0.0012,0.7716,0.8823,1.0276,0.0311,0.0346,0.0415,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",0.2800,screening_prior,Project screening prior aligned with Chinchilla (20 training tokens per retained parameter),https://arxiv.org/abs/2203.15556,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Ministral 3 14B model documentation | Mistral,https://docs.mistral.ai/models/ministral-3-14b-25-12,mixed_gpu_cluster,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,1.0500,1.1500,1.3500,0.9000,1.0000,1.1000,2870719.6108,4493301.2655,14340185.6875,0.5911,1.4000,5.5476,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
llama-4-scout,Llama 4 Scout,meta,open_weight,open,Variable by host,self_hosted_variable,Llama 4 Scout model card,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,US,comparative_reference,Project comparative reference country for self-hosted open-weight scenarios,,17,109,observed,high,Llama 4 Scout model card,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,Open-weight multimodal model; deployment impact depends on hosting location.,"text,image",text,10000000,,yes,"Open multimodal MoE model; official card reports 109B total parameters, 17B active parameters, and a 10M-token context window.",Llama 4 Scout model card,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,Llama 4 Scout model card,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,Llama 4 Scout model card,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,2025-04-05,Llama 4 Scout model card,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,market_multifactor_prompt_proxy_v1,Elsworth et al. (2025) Gemini Apps median prompt = 0.24 Wh/prompt,22.1493,27.4081,31.5811,0.0386,0.0402,0.0404,0.0149,0.0155,0.0156,1.3356,1.3909,1.3978,0.5155,0.5363,0.5398,"Proxy de screening en énergie par prompt calibré sur Elsworth et al. (2025), puis ajusté par les paramètres actifs effectifs, les hypothèses de service, l’overhead d’architecture et un volume de tokens pondéré.",40.0000,documented,Official model card training-token disclosure (40T tokens),https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,pretraining,screening_prior,Project screening prior (foundation-model pretraining default),,yes,Llama 4 Scout model card,https://huggingface.co/meta-llama/Llama-4-Scout-17B-16E-Instruct,standard_gpu_cluster,Project screening prior from market status and serving mode,,training_multifactor_proxy_v1,BLOOM 176B (luccioni2023_bloom_dynamic); BLOOM 176B (luccioni2023_bloom_extended); Llama 3.1 8B (meta2024_llama8b_emissions); Llama 3.1 70B (meta2024_llama70b_emissions); Llama 3.1 405B (meta2024_llama405b_emissions); Llama 4 Scout (meta2025_llama4_scout_emissions); Llama 4 Maverick (meta2025_llama4_maverick_emissions),0.8500,1.0000,1.1500,0.7000,1.0000,1.2000,0.8000,1.0000,1.2000,0.7350,1.0350,1.4850,0.9500,1.0500,1.1500,1606616825.3870,4263202790.0633,10324324612.5741,756.3444,1471.4595,2774.7522,"Central estimate = median of comparable literature training anchors scaled by retained parameter count, training-token prior, training regime, architecture profile, and hardware-class proxy. Low/high values widen the parameter and token exponents together with contextual factors."
